"786.50";"Pressure, burning, or numbness in the chest."
"786.04";"An abnormal pattern of breathing characterized by alternating periods of apnea and deep, rapid breathing. The cycle begins with slow, shallow breaths that gradually increase in depth and rate and is then followed by a period of apnea. The period of apnea can last 5 to 30 seconds, then the cycle repeats every 45 seconds to 3 minutes."
"052";"A highly contagious infectious disease caused by the varicella-zoster virus (HERPESVIRUS 3, HUMAN). It usually affects children, is spread by direct contact or respiratory route via droplet nuclei, and is characterized by the appearance on the skin and mucous membranes of successive crops of typical pruritic vesicular lesions that are easi"
"991.5";"Recurrent localized itching, swelling and painful erythema on the fingers, toes or ears, produced by exposure to cold. It is also called pernio."
"995.53";"Sexual maltreatment of the child or minor."
"748.0";"Congenital bony or membranous occlusion of one or both choanae, due to failure of the embryonic bucconasal membrane to rupture."
"51.10";"Fiberoptic endoscopy designed for duodenal observation and cannulation of VATER'S AMPULLA, in order to visualize the pancreatic and biliary duct system by retrograde injection of contrast media. Endoscopic (Vater) papillotomy (SPHINCTEROTOMY, ENDOSCOPIC) may be performed during this procedure. ; Endoscopic retrograde cholangiopancreatograp"
"576.1";"Inflammation of the biliary ductal system (BILE DUCTS); intrahepatic, extrahepatic, or both."
"51.22";"Surgical removal of the GALLBLADDER."
"575.10";"Inflammation of the GALLBLADDER; generally caused by impairment of BILE flow, GALLSTONES in the BILIARY TRACT, infections, or other diseases."
"574";"Presence or formation of GALLSTONES in the BILIARY TRACT, usually in the gallbladder (CHOLECYSTOLITHIASIS) or the common bile duct (CHOLEDOCHOLITHIASIS). ; presence or formation of gallstones in the gallbladder."
"001.9";"An acute diarrheal disease endemic in India and Southeast Asia whose causative agent is VIBRIO CHOLERAE. This condition can lead to severe dehydration in a matter of hours unless quickly treated. ; acute diarrheal disease endemic in India and southeast Asia whose causative agent is Vibrio cholerae; can lead to severe dehydration in a matte"
"576.2";"stoppage or suppression of bile by intrahepatic or extrahepatic causes. ; Impairment of bile flow due to obstruction in small bile ducts (INTRAHEPATIC CHOLESTASIS) or obstruction in large bile ducts (EXTRAHEPATIC CHOLESTASIS). ; intrahepatic impairment of bile flow; usually due to liver cell damage, but may be due to obstruction of intrahe"
"385.30";"non-neoplastic keratinizing mass with stratified squamous epithelium, frequently occurring in the meninges, central nervous system, bones of the skull, and most commonly in the middle ear and mastoid region. ; A non-neoplastic mass of keratin-producing squamous EPITHELIUM, frequently occurring in the MENINGES; bones of the skull, and most "
"756.4";"morbid condition characterized by abnormal development of cartilage."
"717.7";"A degeneration of the ARTICULAR CARTILAGE of the PATELLA, caused by a decrease in sulfated MUCOPOLYSACCHARIDES in the ground substance. When accompanied by pain, it is sometimes considered part of or confused with PATELLOFEMORAL PAIN SYNDROME."
"363.20";"Inflammation of the choroid in which the sensory retina becomes edematous and opaque. The inflammatory cells and exudate may burst through the sensory retina to cloud the vitreous body. ; inflammation of the choroid in which the sensory retina becomes edematous and opaque; inflammatory cells and exudate may burst through the sensory retina"
"363.9";"Disorders of the choroid including hereditary choroidal diseases, neoplasms, and other abnormalities of the vascular layer of the uvea."
"363.61";"Hemorrhage from the vessels of the choroid."
"363.55";"An X chromosome-linked abnormality characterized by atrophy of the choroid and degeneration of the retinal pigment epithelium causing night blindness."
"286.1";"A deficiency of blood coagulation factor IX inherited as an X-linked disorder. (Also known as Christmas Disease, after the first patient studied in detail, not the holy day.) Historical and clinical features resemble those in classic hemophilia (HEMOPHILIA A), but patients present with fewer symptoms. Severity of bleeding is usually simila"
"117.2";"Scaly papule or warty growth, caused by five fungi, that spreads as a result of satellite lesions affecting the foot or leg. The extremity may become swollen and, at its distal portion, covered with various nodular, tumorous, verrucous lesions that resemble cauliflower. In rare instances, the disease may begin on the hand or wrist and invo"
"758.9";"Clinical conditions caused by an abnormal chromosome constitution in which there is extra or missing chromosome material (either a whole chromosome or a chromosome segment). (from Thompson et al., Genetics in Medicine, 5th ed, p429) ; clinical conditions caused by an abnormal chromosome constitution in which there is extra or missing chrom"
"491.9";"A subcategory of CHRONIC OBSTRUCTIVE PULMONARY DISEASE. The disease is characterized by hypersecretion of mucus accompanied by a chronic (more than 3 months in 2 consecutive years) productive cough. Infectious agents are a major cause of chronic bronchitis. ; condition characterized by persistent coughing, increased secretion from the bron"
"64.0";"Excision of the prepuce of the penis (FORESKIN) or part of it."
"749.10";"Congenital defect in the upper lip where the maxillary prominence fails to merge with the merged medial nasal prominences. It is thought to be caused by faulty migration of the mesoderm in the head region. ; congenital defect in the upper lip where the maxillary prominence fails to merge with the merged medial nasal prominences; thought to"
"749.00";"Congenital fissure of the soft and/or hard palate, due to faulty fusion."
"121.1";"Infection of the biliary passages with CLONORCHIS SINENSIS, also called Opisthorchis sinensis. It may lead to inflammation of the biliary tract, proliferation of biliary epithelium, progressive portal fibrosis, and sometimes bile duct carcinoma. Extension to the liver may lead to fatty changes and cirrhosis. (From Dorland, 27th ed)"
"754.51";"A deformed foot in which the foot is plantarflexed, inverted and adducted."
"114.9";"infection with a fungus of the genus Coccidioides, species C. immitis; primary form is an acute, benign, self limited respiratory infection due to inhalation of spores and varying in severity; secondary form is a virulent, severe, chronic, progressive granulomatous disease with systemic involvement. ; Infection with a fungus of the genus C"
"007.2";"protozoan infection found in animals and man; caused by several different genera of Coccidia. ; Protozoan infection found in animals and man. It is caused by several different genera of COCCIDIA."
"556.9";"chronic, recurrent ulceration of the colon mucosa and submucosa. ; Inflammation of the COLON that is predominantly confined to the MUCOSA. Its major symptoms include DIARRHEA, rectal BLEEDING, the passage of MUCUS, and ABDOMINAL PAIN. ; Chronic inflammation of the colon that produces ulcers in its lining. This condition is marked by abdomi"
"V18.51";"adenomatous colon polyps are considered to be precursor lesions of colon cancer. ; Discrete tissue masses that protrude into the lumen of the COLON. These POLYPS are connected to the wall of the colon either by a stalk, pedunculus, or by a broad base. ; Abnormal growths of tissue in the lining of the bowel. Polyps are a risk factor for col"
"45.23";"Endoscopic examination, therapy or surgery of the luminal surface of the colon. ; (ko-lun-AHS-ko-pee) An examination of the inside of the colon using a thin, lighted tube (called a colonoscope) inserted into the rectum. If abnormal areas are seen, tissue can be removed and examined under a microscope to determine whether disease is present"
"46.10";"The surgical creation of an opening between the colon and the surface of the body. (MeSH) ; (ko-LAHS-toe-mee) An opening into the colon from the outside of the body. A colostomy provides a new path for waste material to leave the body after part of the colon has been removed. ; The surgical construction of an opening between the colon and "
"780.01";"A profound state of unconsciousness associated with depressed cerebral activity from which the individual cannot be aroused. Coma generally occurs when there is dysfunction or injury involving both cerebral hemispheres or the brain stem RETICULAR FORMATION. ; profound state of unconsciousness associated with depressed cerebral activity fro"
"460";"A catarrhal disorder of the upper respiratory tract, which may be viral, a mixed infection, or an allergic reaction. It is marked by acute coryza, slight rise in temperature, chilly sensations, and general indisposition. (Dorland, 27th ed) ; catarrhal disorder of the upper respiratory tract, which may be viral or a mixed infection; marked "
"279.06";"Heterogeneous group of immunodeficiency syndromes characterized by hypogammaglobulinemia of most isotypes, variable B-cell defects, and the presence of recurrent bacterial infections."
"958.90";"Conditions in which increased pressure within a limited space compromises the BLOOD CIRCULATION and function of tissue within that space. Some of the causes of increased pressure are TRAUMA, tight dressings, HEMORRHAGE, and exercise. Sequelae include nerve compression (NERVE COMPRESSION SYNDROMES); PARALYSIS; and ISCHEMIC CONTRACTURE."
"25.3";"Surgery involving complete excision of the tongue."
"301.4";"Personality disorder characterized by perfectionism, indecisiveness, excessive devotion to work, inability to express warm emotions, and insistence that things be done in accord with one's own preferences."
"078.11";"Sexually transmitted form of anogenital warty growth caused by the human papillomaviruses. ; small, pointed papilloma of viral origin, usually occurring on the skin or mucous surface of the external genitalia or perianal region. ; (kahn-dih-LO-ma-ta a-kyoo-mih-NA-ta) Genital warts caused by certain human papillomaviruses (HPVs)."
"372.30";"Conjunctivitis; inflammation of the conjunctiva of the eye. ; inflammation of the mucous membrane that lines the inner surface of the eyelids and the anterior part of the sclera; also called pinkeye and redeye."
"077.4";"A highly contagious disease characterized by subconjunctival hemorrhage, sudden swelling of the eyelids and congestion, redness, and pain in the eye. Epidemic conjunctivitis caused by Enterovirus 70 (EV-70) was first described in Africa in 1969. It is caused also by Coxsackievirus A24 variant (CA24v). Epidemics by this organism have appear"
"077.0";"An infection of the eyes characterized by the presence in conjunctival epithelial cells of inclusion bodies indistinguishable from those of trachoma. It is acquired by infants during birth and by adults from swimming pools. The etiological agent is CHLAMYDIA TRACHOMATIS whose natural habitat appears to be the genito-urinary tract. Inclusio"
"564.00";"Other forms of abnormal feces or difficult passage of feces. ; Decrease in normal frequency of defecation accompanied by difficult or incomplete passage of stool and/or passage of excessively hard, dry stool ; condition in which bowel movements are infrequent or incomplete. ; Infrequent or difficult evacuation of FECES. These symptoms are "
"89.09";"A conference between two or more people to consider a particular question; the act of deliberating together; confering with another researcher, physician, or expert about an issue or a case. ; Using expert knowledge to work with those who seek help in problem solving to enable individuals, families, groups, or agencies to achieve identifie"
"924.9";"Injuries resulting in hemorrhage, usually manifested in the skin. ; mechanical injury (usually caused by a blow) resulting in hemorrhage beneath unbroken skin; a bruise. ; Injury of the soft tissues or bone without breaking the skin, as by a blow. (from Dictionary.com) ; A bruise; an injury of a part without a break in the skin."
"300.11";"A disorder whose predominant feature is a loss or alteration in physical functioning that suggests a physical disorder but that is actually a direct expression of a psychological conflict or need."
"780.3";"the most dramatic type of seizure, characterized by tonic and clonic contraction of most skeletal muscles."
"780.31";"Seizures that occur during a febrile episode. It is a common condition, affecting 2-5% of children aged 3 months to five years. An autosomal dominant pattern of inheritance has been identified in some families. The majority are simple febrile seizures (generally defined as generalized onset, single seizures with a duration of less than 30 "
"746.82";"A malformation of the heart in which the embryonic common PULMONARY VEIN was not incorporated into the LEFT ATRIUM leaving behind a perforated fibromuscular membrane bisecting the left atrium, a three-atrium heart. The opening between the two left atrium sections determines the degree of obstruction to pulmonary venous return, pulmonary ve"
"03.2";"Any operation on the spinal cord. (Stedman, 26th ed) ; Spinal cord section of lateral pathways to relieve pain. This procedure may be done open or percutaneous. (from Taber's)"
"371.9";"Diseases of the cornea. ; The transparent anterior portion of the fibrous coat of the eye consisting of five layers: stratified squamous epithelium, Bowman's membrane, stroma, Descemet's membrane, and mesenchymal endothelium. It serves as the first refracting medium of the eye. It is structurally continuous with the sclera, is avascular, r"
"371.50";"Bilateral hereditary disorders of the cornea, usually autosomal dominant, which may be present at birth but more frequently develop during adolescence and progress slowly throughout life. Central macular dystrophy is transmitted as an autosomal recessive defect."
"371.20";"An excessive amount of fluid in the cornea due to damage of the epithelium or endothelium causing decreased visual acuity. ; excessive amount of fluid in the transparent anterior portion of the fibrous coat of the eye due to damage of the epithelium or endothelium, causing decreased visual acuity. ; Hazy, swollen cornea."
"371.00";"Disorder occurring in the central or peripheral area of the cornea. The usual degree of transparency becomes relatively opaque. ; clouding that can occur in the transparent part of the coat of the eyeball or cornea, secondary to inflammation, infection or irritant exposure by a foreign body or chemical."
"11.60";"plastic surgery of the cornea; partial or total replacement of the cornea. ; Partial or total replacement of the CORNEA from one human or animal to another."
"370.00";"Loss of epithelial tissue from the surface of the cornea due to progressive erosion and necrosis of the tissue; usually caused by bacterial, fungal, or viral infection. ; Area of epithelial tissue loss from corneal surface; associated with inflammatory cells in the cornea and anterior chamber."
"414.11";"Abnormal balloon- or sac-like dilatation in the wall of CORONARY VESSELS. Most coronary aneurysms are due to CORONARY ATHEROSCLEROSIS, and the rest are due to inflammatory diseases, such as KAWASAKI DISEASE."
"414.0";"Thickening and loss of elasticity of the CORONARY ARTERIES, leading to progressive arterial insufficiency (CORONARY DISEASE)."
"36.10";"Surgical therapy of ischemic coronary artery disease achieved by grafting a section of saphenous vein, internal mammary artery, or other substitute between the aorta and the obstructed coronary artery distal to the obstructive lesion. ; surgical procedure creating a bridge between the ascending aorta and one or more of the three major coro"
"786.2";"A sudden, audible expulsion of air from the lungs through a partially closed glottis, preceded by inhalation. It is a protective response that serves to clear the trachea, bronchi, and/or lungs of irritants and secretions, or to prevent aspiration of foreign materials into the lungs. ; A sudden, often repetitive, spasmodic contraction of t"
"051.0";"A mild, eruptive skin disease of milk cows caused by COWPOX VIRUS, with lesions occurring principally on the udder and teats. Human infection may occur while milking an infected animal."
"521.81";"Incomplete fracture of any part of a tooth, characterized by pain during mastication and sensitivity to heat, cold, sweet or sour tastes, and alcohol; it is often undiagnosed because the tooth is usually X-ray negative and normal to pulp vitality tests."
"352.9";"Disorders of one or more of the twelve cranial nerves. With the exception of the optic and olfactory nerves, this includes disorders of the brain stem nuclei from which the cranial nerves originate or terminate."
"243";"condition due to congenital lack of thyroid hormone, marked by arrested physical and mental development, dystrophy of the bones and soft parts, and lowered basal metabolism; it is the congenital form of thyroid deficiency, while myxedema is the acquired form. ; A condition in infancy or early childhood due to an in-utero deficiency of THYR"
"758.31";"Deletion of the short arm of chromosome 5 characterized by a variable clinical picture consisting of severe mental deficiency, growth retardation, multiple abnormalities and a peculiar crying sound resembling that of a suffering kitten (hence the synonym crying cat syndrome or cri du chat syndrome), that disappears within weeks or months a"
"94.35";"Actions performed to sustain a person dealing with a condition, event, or radical change in status. ; Brief therapeutic approach which is ameliorative rather than curative of acute psychiatric emergencies. Used in contexts such as emergency rooms of psychiatric or general hospitals, or in the home or place of crisis occurrence, this treatm"
"464.4";"A condition characterized by resonant barking cough, hoarseness and persistant stridor and caused by allergy, foreign body, infection, or neoplasm. It occurs chiefly in infants and children."
"117.5";"infection with a fungus of the species Cryptococcus neoformans. ; An acute or chronic, localized or disseminated infection by Cryptococcus neoformans. Sites of involvement include the lungs, central nervous system and meninges, skin, and visceral organs.--2004"
"752.51";"failure of testes to descend into scrotum. ; A developmental defect in which a TESTIS or both TESTES failed to descend from high in the ABDOMEN to the bottom of the SCROTUM. Testicular descent is essential to normal SPERMATOGENESIS which requires temperature lower than the BODY TEMPERATURE. Cryptorchidism can be subclassified by the locati"
"007.4";"Intestinal infection with PROTOZOA of the genus CRYPTOSPORIDIUM. It occurs in both animals and humans. Symptoms include severe DIARRHEA. ; intestinal infection with protozoa of the genus Cryptosporidium; occurs in both animals and humans; symptoms include severe diarrhea."
"70.22";"Endoscopic examination, therapy or surgery of the female pelvic viscera by means of an endoscope introduced into the pelvic cavity through the posterior vaginal fornix."
"255.0";"A condition caused by prolonged exposure to excess levels of cortisol (HYDROCORTISONE) or other GLUCOCORTICOIDS from endogenous or exogenous sources. It is characterized by upper body OBESITY; OSTEOPOROSIS; HYPERTENSION; DIABETES MELLITUS; HIRSUTISM; AMENORRHEA; and excess body fluid. Endogenous Cushing syndrome or spontaneous hypercortiso"
"782.5";"blueness of the skin caused by excessive amounts of deoxyhemoglobin in the skin vessels. ; A bluish or purplish discoloration of the skin and mucous membranes due to an increase in the amount of deoxygenated hemoglobin in the blood or a structural defect in the hemoglobin molecule. ; Blue-colored skin caused by too little oxygen in the blo"
"301.13";"An affective disorder characterized by periods of depression and hypomania. These may be separated by periods of normal mood. ; Affective disorder characterized by alternating and recurring periods of depression and elation, similar to manic depressive disorder but of a less severe nature. ; chronic mood disturbance of at least 2 years' du"
"277.0";"An autosomal recessive genetic disease of the EXOCRINE GLANDS. It is caused by mutations in the gene encoding the CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR expressed in several organs including the LUNG, the PANCREAS, the BILIARY SYSTEM, and the SWEAT GLANDS. Cystic fibrosis is characterized by epithelial secretory dysfunction as"
"123.1";"Infection with CYSTICERCUS, a larval form of the various tapeworms of the genus Taenia (usually T. solium in man). In humans they penetrate the intestinal wall and invade subcutaneous tissue, brain, eye, muscle, heart, liver, lung, and peritoneum. Brain involvement results in NEUROCYSTICERCOSIS. (From Dorland, 28th ed)"
"595.9";"Inflammation of the URINARY BLADDER, either from bacterial or non-bacterial causes. Cystitis is usually associated with painful urination (dysuria), increased frequency, urgency, and suprapubic pain."
"57.21";"Surgical creation of an opening (stoma) in the URINARY BLADDER for drainage."
"078.5";"Infection with CYTOMEGALOVIRUS, characterized by enlarged cells bearing intranuclear inclusions. Infection may be in almost any organ, but the salivary glands are the most common site in children, as are the lungs in adults."
"375.30";"Inflammation of the lacrimal sac. (Dorland, 27th ed)"
"09.81";"Surgical fistulization of the lacrimal sac for external drainage of an obstructed nasolacrimal duct."
"388.2";"Sensorineural hearing loss which develops suddenly over a period of hours or a few days. It varies in severity from mild to total deafness. Sudden deafness can be due to head trauma, vascular diseases, infections, or can appear without obvious cause or warning."
"993.3";"A condition occurring as a result of exposure to a rapid fall in ambient pressure. Gases, nitrogen in particular, come out of solution and form bubbles in body fluid and blood. These gas bubbles accumulate in joint spaces and the peripheral circulation impairing tissue oxygenation causing disorientation, severe pain, and potentially death."
"707.00";"ulceration caused by prolonged pressure in patients permitted to lie too still for a long period of time; bony prominences of the body are the most frequently affected sites; ulcer is caused by ischemia of the underlying structures of the skin, fat, and muscles as a result of the sustained and constant pressure. ; An ulceration caused by p"
"787.20";"difficulty in swallowing. ; Difficulty in SWALLOWING which may result from neuromuscular disorder or mechanical obstruction. Dysphagia is classified into two distinct types: oropharyngeal dysphagia due to malfunction of the PHARYNX and UPPER ESOPHAGEAL SPHINCTER; and esophageal dysphagia due to malfunction of the ESOPHAGUS. ; Difficulty sw"
"276.51";"Decreased intravascular, interstitial, and/or intracellular fluid. This refers to dehydration, water loss alone without change in sodium. ; The condition that results from excessive loss of water from a living organism. ; State of excessively reduced body water or water deficit. ; condition that results from excessive loss of water from a "
"290.4";"An imprecise term referring to dementia associated with CEREBROVASCULAR DISORDERS, including CEREBRAL INFARCTION (single or multiple), and conditions associated with chronic BRAIN ISCHEMIA. Diffuse, cortical, and subcortical subtypes have been described. (From Gerontol Geriatr 1998 Feb;31(1):36-44)"
"061";"An acute infectious, eruptive, febrile disease caused by four antigenically related but distinct serotypes of the DENGUE VIRUS. It is transmitted by the bite of infected Aedes mosquitoes, especially A. aegypti. Classical dengue (dengue fever) is self-limiting and characterized by fever, myalgia, headache, and rash. DENGUE HEMORRHAGIC FEVER"
"521.00";"Localized destruction of the tooth surface initiated by decalcification of the enamel followed by enzymatic lysis of organic structures and leading to cavity formation. If left unchecked, the cavity may penetrate the enamel and dentin and reach the pulp. The three most prominent theories used to explain the etiology of the disease are that"
"523.6";"hard or soft material deposited on a tooth surface, such as dental calculus or plaque and materia alba. ; Accumulations of microflora that lead to pathological plaque and calculus which cause PERIODONTAL DISEASES. It can be considered a type of BIOFILMS. It is subtly distinguished from the protective DENTAL PELLICLE."
"23.6";"Insertion of an implant into the bone of the mandible or maxilla. The implant has an exposed head which protrudes through the mucosa and is a prosthodontic abutment. ; insertion of an implant into the bone of the mandible or maxilla; implant has an exposed head which protrudes through the mucosa and is a prosthodontic abutment."
"522.1";"Death of pulp tissue. When the necrosis is due to ischemia with superimposed bacterial infection, it is referred to as pulp gangrene."
"301.6";"A personality disorder characterized by a pervasive and excessive need to be taken care of that leads to submissive and clinging behavior and fears of separation, beginning by early adulthood and present in a variety of contexts. (From DSM-IV, 1994) ; Personality disorder characterized by pervasive patterns of dependent, passive, and submi"
"86.25";"The mechanical planing of the SKIN with sand paper, emery paper, or wire brushes, to promote reepithelialization and smoothing of skin disfigured by ACNE scars or dermal NEVI."
"694.0";"Rare, chronic, papulo-vesicular disease characterized by an intensely pruritic eruption consisting of various combinations of symmetrical, erythematous, papular, vesicular, or bullous lesions. The disease is strongly associated with the presence of HLA-B8 and HLA-DR3 antigens. A variety of different autoantibodies has been detected in smal"
"111.9";"superficial infections of the skin or its appendages by any of various fungi."
"710.3";"A subacute or chronic inflammatory disease of muscle and skin, marked by proximal muscle weakness and a characteristic skin rash. The illness occurs with approximately equal frequency in children and adults. The skin lesions usually take the form of a purplish rash (or less often an exfoliative dermatitis) involving the nose, cheeks, foreh"
"253.5";"metabolic disorder due to injury of the neurohypophyseal system; results in deficient quanity of antidiuretic hormone being released or produced, failure of tubular reabsorption of water in the kidney. ; A disease that is characterized by frequent urination, excretion of large amounts of dilute URINE, and excessive THIRST. Etiologies of di"
"250";"heterogeneous group of disorders that share glucose intolerance in common. ; A heterogeneous group of disorders characterized by HYPERGLYCEMIA and GLUCOSE INTOLERANCE. ; Type 2 diabetes, characterized by target-tissue resistance to insulin, is epidemic in industrialized societies and is strongly associated with obesity; however, the mechan"
"366.41";"rare, usually bilateral, opacity shaped like a snowflake, affecting the anterior and posterior cortices of young diabetics; sometimes it can be reversed when the blood glucose is brought under control, but in most cases it progresses rapidly to a mature cataract."
"250.1";"complication of diabetes resulting from severe insulin deficiency coupled with an absolute or relative increase in glucagon concentration; metabolic acidosis is caused by the breakdown of adipose stores and resulting increased levels of free fatty acids; glucagon accelerates the oxidation of the free fatty acids producing excess ketone bod"
"250.4";"KIDNEY injuries associated with diabetes mellitus and affecting KIDNEY GLOMERULUS; ARTERIOLES; KIDNEY TUBULES; and the interstitium. Clinical signs include persistent PROTEINURIA, from microalbuminuria progressing to ALBUMINURIA of greater than 300 mg/24 h, leading to reduced GLOMERULAR FILTRATION RATE and END-STAGE RENAL DISEASE. ; kidney"
"250.6";"Peripheral, autonomic, and cranial nerve disorders that are associated with DIABETES MELLITUS. These conditions usually result from diabetic microvascular injury involving small blood vessels that supply nerves (VASA NERVORUM). Relatively common conditions which may be associated with diabetic neuropathy include third nerve palsy (see OCUL"
"362.0";"Disease of the RETINA as a complication of DIABETES MELLITUS. It is characterized by the progressive microvascular complications, such as ANEURYSM, interretinal EDEMA, and intraocular PATHOLOGIC NEOVASCULARIZATION. ; retinal changes occurring in diabetes mellitus, marked by microaneurysms, exudates, and hemorrhages, and sometimes by neovas"
"691.0";"A type of irritant dermatitis localized to the area in contact with a diaper and occurring most often as a reaction to prolonged contact with urine, feces, or retained soap or detergent."
"787.91";"Abnormal frequency and fluidity of feces. ; Passage of loose, unformed stools ; An increased liquidity or decreased consistency of FECES, such as running stool. Fecal consistency is related to the ratio of water-holding capacity of insoluble solids to total water, rather than the amount of water present. Diarrhea is not hyperdefecation or "
"93.34";"The induction of local hyperthermia by either short radio waves or high-frequency sound waves."
"279.11";"A developmental defect of derivatives of the third and fourth pharyngeal pouches, almost always associated with agenesis or hypoplasia of the thymus and parathyroid gland, characteristic facies with downslanting palpebral fissures and ocular and nasal anomalies, hypocalcemia, cardiovascular anomalies, immunodeficiency, and other variable a"
"520-579.99";"Diseases in any part of the GASTROINTESTINAL TRACT or the accessory organs (LIVER; BILIARY TRACT; PANCREAS). ; disorders of any of the organs that are associated with ingestion, digestion, and absorption of food."
"239.0";"Tumors or cancer of the DIGESTIVE SYSTEM. ; new abnormal digestive system tissue that grows by excessive cellular division and proliferation more rapidly than normal and continues to grow after the stimuli that initiated the new growth cease; includes neoplasms of any of the organs that are associated with ingestion, digestion, and absorpt"
"69.0";"Dilatation of the cervix uteri followed by a scraping of the endometrium with a curette. ; (dye-LAY-shun and kyoo-reh-TAHZH) D&C. A minor operation in which the cervix is expanded enough (dilation) to permit the cervical canal and uterine lining to be scraped with a spoon-shaped instrument called a curette (curettage)."
"125.4";"Infections with nematodes of the genus DIPETALONEMA."
"032.9";"A localized infection of mucous membranes or skin caused by toxigenic strains of CORYNEBACTERIUM DIPHTHERIAE. It is characterized by the presence of a pseudomembrane at the site of infection. DIPHTHERIA TOXIN, produced by C. diphtheriae, can cause myocarditis, polyneuritis, and other systemic toxic effects. ; localized infection of mucous "
"123.4";"Infection with tapeworms of the genus Diphyllobothrium."
"368.2";"A visual symptom in which a single object is perceived by the visual cortex as two objects rather than one. Disorders associated with this condition include REFRACTIVE ERRORS; STRABISMUS; OCULOMOTOR NERVE DISEASES; TROCHLEAR NERVE DISEASES; ABDUCENS NERVE DISEASES; and diseases of the BRAIN STEM and OCCIPITAL LOBE. ; The condition in which"
"275.0";"Disorders in the processing of iron in the body: its absorption, transport, storage, and utilization. (From Mosby's Medical, Nursing, & Allied Health Dictionary, 4th ed) ; condition in which there is a deviation or interruption in the processing of iron in the body: its absorption, transport, storage, and utilization."
"286.6";"A disorder characterized by reduction in the elements involved in blood coagulation due to their utilization in widespread blood clotting within the vessels. The activation of the clotting mechanism may arise from any of a number of disorders. In the late stages, it is marked by profuse hemorrhaging. (Dorland, 27th ed) ; A pathological pro"
"300.15";"Sudden temporary alterations in the normally integrative functions of consciousness. ; Mental disorders characterized by disruptions and/or alterations in the normally integrated functions of consciousness, memory, or identity. Compare DISSOCIATION."
"562.1";"A pathological condition characterized by the presence of a number of COLONIC DIVERTICULA in the COLON. Its pathogenesis is multifactorial, including colon aging, motor dysfunction, increases in intraluminal pressure, and lack of dietary fibers. ; presence of multiple herniations of the mucosa and submucosa of the colon through the circula"
"V59";"One that contributes something."
"745.11";"Incomplete transposition of the great vessels in which both the AORTA and the PULMONARY ARTERY arise from the RIGHT VENTRICLE. The only outlet of the LEFT VENTRICLE is a large ventricular septal defect (VENTRICULAR SEPTAL DEFECTS or VSD). The various subtypes are classified by the location of the septal defect, such as subaortic, subpulmon"
"758.0";"The most frequently occurring mental retardation/multiple anomaly syndrome usually involving more than 100 individual defects. Typical facies with upslanting palpebral fissures is the characteristic feature of this syndrome (hence the offensive designations \"mongoloid idiocy\" and \"mongolism\"). A wide range other defects, such as congenital"
"125.7";"Infection with nematodes of the genus Dracunculus. One or more worms may be seen at a time, with the legs and feet being the most commonly infected areas. Symptoms include pruritus, nausea, vomiting, diarrhea, or asthmatic attacks."
"305";"Excessive use of habit forming medications. ; The use of a drug for a reason other than which it was intended or in a manner or in quantities other than directed. ; excessive use of drugs or chemicals with associated psychological symptoms and impairment in social or occupational functioning."
"977.9";"Manifestations of the adverse effects of drugs administered therapeutically or in the course of diagnostic techniques. It does not include accidental or intentional poisoning for which specific headings are available. ; An adverse effect of a drug used therapeutically or diagnostically."
"375.15";"Corneal and conjunctival dryness due to deficient tear production, predominantly in menopausal and post-menopausal women. Filamentary keratitis or erosion of the conjunctival and corneal epithelium may be caused by these disorders. Sensation of the presence of a foreign body in the eye and burning of the eyes may occur."
"526.5";"A condition sometimes occurring after tooth extraction, particularly after traumatic extraction, resulting in a dry appearance of the exposed bone in the socket, due to disintegration or loss of the blood clot. It is basically a focal osteomyelitis without suppuration and is accompanied by severe pain (alveolalgia) and foul odor. (Dorland,"
"378.71";"A syndrome characterized by marked limitation of abduction of the eye, variable limitation of adduction and retraction of the globe, and narrowing of the palpebral fissure on attempted adduction. The condition is caused by aberrant innervation of the lateral rectus by fibers of the oculomotor nerve. There are three subtypes: type 1 (associ"
"747.0";"abnormal persistence of an open lumen in the ductus arteriosus after birth, the direction of flow being from the aorta to the pulmonary artery, resulting in recirculation of arterial blood through the lungs. ; A congenital heart defect characterized by the persistent opening of fetal DUCTUS ARTERIOSUS that connects the PULMONARY ARTERY to "
"532";"A PEPTIC ULCER located in the DUODENUM. ; peptic ulcer located in the duodenum, the shortest and widest portion of the small intestine adjacent to the pylorus of the stomach."
"535.6";"Inflammation of the DUODENUM section of the small intestine (INTESTINE, SMALL). Erosive duodenitis may cause bleeding in the UPPER GI TRACT and PEPTIC ULCER."
"728.6";"A fibromatosis of the palmar fascia characterized by thickening and contracture of the fibrous bands on the palmar surfaces of the hand and fingers. It arises most commonly in men between the ages of 30 and 50."
"253.3";"form of dwarfism due to deficient release of growth hormone which may result from dysfunction of the hypothalamus or anterior pituitary gland. ; A form of dwarfism caused by complete or partial GROWTH HORMONE deficiency, resulting from either the lack of GROWTH HORMONE-RELEASING FACTOR from the HYPOTHALAMUS or from the mutations in the gro"
"009.2";"Acute inflammation of the intestine associated with infectious DIARRHEA of various etiologies, generally acquired by eating contaminated food containing TOXINS, BIOLOGICAL derived from BACTERIA; PROTOZOA; or other microorganisms. Dysentery is characterized initially by watery FECES then by bloody mucoid stools. It is often associated with "
"625.3";"Painful menstruation. ; Difficult and painful menstruation."
